AcuityMatch_%,FalsePositive_%,FalseNegative_%,DispositionMatch_%,AdequacyScore,AvgTime,WaitReduction_%,AlarmRate_%,OverrideRate_%
90.0,8.661417322834646,7.874015748031496,89.75,3.755,6.998331799013705,56.33802563935076,9.0,4.0
